"date","locality","state","location_detail","online","type","title","macroevent","actors","organizations","participants","claims","valence","issues","issues_major","size_text","size_low","size_high","size_mean","size_cat","arrests","arrests_any","injuries_crowd","injuries_crowd_any","injuries_police","injuries_police_any","property_damage","property_damage_any","chemical_agents","participant_measures","police_measures","participant_deaths","police_deaths","source_1","source_2","source_3","source_4","source_5","source_6","source_7","source_8","source_9","source_10","source_11","source_12","source_13","source_14","source_15","source_16","source_17","source_18","source_19","source_20","source_21","source_22","source_23","source_24","source_25","source_26","source_27","source_28","source_29","source_30","notes","lat","lon","resolved_locality","resolved_county","resolved_state","fips_code"
2024-08-04,"Minneapolis","MN","Lake Hiawatha Park",0,"rally","Hiroshima Remembrance Day",NA,"Families Against Military Madness; Women Against Military Madness","Families Against Military Madness; Women Against Military Madness",NA,"in commemoration of Hiroshima Remembrance Day, for abolishing nuclear weapons, against military assaults on Palestine, for Palestinian liberation, free Palestine, war is ecocide, never again is today, healthcare climate housing food schools, [no] war, rise up take a stand / free Gaza hand in hand, Palestine flag",0,"education; environment; foreign affairs; healthcare; housing; military","foreign affairs; military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"chalked sidewalk; art-making; amplified sound",NA,NA,NA,"https://www.instagram.com/p/C9pV7OmOka8/","https://www.instagram.com/p/C-SdT9HOYQA/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hiroshima Remembrance Day",44.977753,-93.265011,"Minneapolis","Hennepin County","MN",27053
2024-04-25,"New Haven","CT","Yale University",0,"demonstration","Gaza Solidarity Plaza",NA,"Yalies 4 Palestine; students","Yalies 4 Palestine","students","for divesting Yale University from Israel and weapons manufacturing, for Palestinian liberation",0,"banking and finance; economy; education; foreign affairs","banking and finance; economy; education; foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"encampment",NA,NA,NA,"https://twitter.com/francescamar6/status/1782613594317672642",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gaza Solidarity Plaza",41.308274,-72.927883,"New Haven","New Haven County","CT",9009
2024-06-23,"Superior","WI","Belknap St and Tower Ave",0,"vigil","Women in Black Free Palestine Vigil",NA,"Grandmothers for Peace","Grandmothers for Peace",NA,"for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://mailchi.mp/c891c6cd2e37/031822-northwoods-socialist-calendar-10285172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Women in Black Free Palestine Vigil every Sunday",46.7207737,-92.1040796,"Superior","Douglas County","WI",55031
2023-12-12,"Irvine","CA","Irvine City Hall",0,"counter-protest",NA,"20231212-irvine-palestine","",NA,NA,"in solidarity with Israel, Israel flag, kidnapped by Hamas / let them go",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"waved flag in council chambers; verbal clashes with protesters","on scene",NA,NA,"https://www.instagram.com/p/C0iunvSOf15/","https://www.instagram.com/p/C0xjT4qpAm0/?img_index=5","https://www.instagram.com/p/C0xqiGOrUJG/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",33.684567,-117.826505,"Irvine","Orange County","CA",6059
2023-04-22,"Modesto","CA","1601 Celeste Dr",0,"rally","40 Week Journey of Hope",NA,"Love Life","Love Life",NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer rally",NA,NA,NA,"https://lovelife.org/locations/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every Saturday from Feb 11 to Nov 11 2023",37.63926,-120.997001,"Modesto","Stanislaus County","CA",6099
2024-05-21,"Norwich","CT",NA,0,"rally; march","Peace Walk 2024",NA,"Veterans for Peace","Veterans for Peace",NA,"for peace, for the wellbeing of all people, against nuclear war, for an environment that supports all life, for justice, for democracy",0,"democracy; environment; military","democracy; environment; military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://peacewalk2024.org/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Peace Walk 2024 two-month walk from ME to DC",41.5242649,-72.0759105,"Norwich","New London County","CT",9011
2024-04-05,"Washington","DC","Embassy of Israel to the United States, 3514 International Dr NW",0,"counter-protest",NA,"20240405-dc-kibbutzisrael","",NA,NA,"against pro-Palestine demonstration, in solidarity with Israel, Israel flag, American flag, I stand with Israel, their bosses are not in Ramallah their bosses are in Iran!, tell your friends to surrender, bring them home now, let my people go [Israel flag] [Star of David], shame on you! you are disgusting! renounce your Judaism!, 181 days in hell",0,"foreign affairs; patriotism; religion","foreign affairs","count video",25,35,30,1,NA,0,NA,0,NA,0,NA,0,0,"verbal clashes with demonstrators; many wore face coverings and ear protection; walked back and forth in front of demonstrators with flags; middle fingers; disrupted interview of demonstrator by television news reporter","on scene",NA,NA,"https://www.instagram.com/p/C5Z_1PUOws9/","https://www.instagram.com/p/C5Zyw4oNMNA/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",38.9071923,-77.0368707,"Washington","District of Columbia","DC",11001
2023-10-22,"New York","NY","Diversity Plaza, Queens",0,"rally; march","Bengalis for Palestine",NA,"Lal Morich; Neturei Karta","Lal Morich; Neturei Karta",NA,"for Palestine's right to resist, against settler colonialism, for Palestinian liberation, Bangladesh flag, 1 2 3 4 occupation no more! 5 6 7 8 Israel is a terrorist state!, resist the settler / burn the colony / decolonize the land / free Palestine, Jews are forbidden to occupy the holy land with human force but have to be in exile amongst nations as humble citizens, from the river to the sea Palestine will be free, from the river to the sea, stop genocide / free Palestine / [Bangladesh] for [Palestine], give me back my tax money / I don't support genocide, end the occupation, hands off Palestinian children, resistance is justified when people are occupied, hey hey! ho ho! Zionism has got to go!, Bengal stands with Gaza, bombing innocent children is not self-defense, long live the intifada, Zionists are the true enemies of the Jews, Palestine is our demand / no peace on stolen land, intifada intifada! long live the intifada!, Gaza Gaza don't you cry!, no justice no peace!, settlers settlers go back home! Palestine is ours alone!, from New York to Palestine! mobilize the intifada!",0,"foreign affairs; immigration; indigenous peoples; military; religion; taxes","foreign affairs","count video",250,350,300,2,NA,0,NA,0,NA,0,NA,0,0,"marched on sidewalks; megaphone; drums","on scene in large numbers; walked with marchers",NA,NA,"https://www.instagram.com/p/Cyf_86FtSPe/","https://twitter.com/datainput/status/1716228055008489606","https://twitter.com/datainput/status/1716217410296959232","https://www.instagram.com/p/C7kmqCmMVZ7/?img_index=1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bengalis for Palestine marched to office of city council member Shekar Krishnan",40.7127753,-74.0059728,"New York",NA,"NY",36081
2023-03-04,"Greenfield","MA","Greenfield Common",0,"vigil",NA,NA,"",NA,NA,"for peace",0,"military","military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.recorder.com/Roughly-30-convene-for-vigil-recognizing-77th-anniversary-of-Hiroshima-Nagasaki-bombings-47507635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Saturday since September 2002",42.587915,-72.59941,"Greenfield","Franklin County","MA",25011
2023-02-18,"Boise","ID","Idaho State Capitol",0,"rally","Freedom Rally for Justice & Liberty",NA,"Worldwide Freedom Rally","Worldwide Freedom Rally",NA,"against COVID mandates, for medical freedom, against child and human trafficking, against pedophelia, against bioweapon laboratories, against taxation without representation, against voter fraud, against treason",2,"civil rights; covid; democracy; healthcare; taxes","civil rights; covid; democracy; healthcare; taxes",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://t.me/USARALLYBOARD/12954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freedom Rally for Justice & Liberty",43.615019,-116.202314,"Boise","Ada County","ID",16001
2023-04-08,"Raleigh","NC","3501 Horton St",0,"rally","40 Week Journey of Hope",NA,"Love Life","Love Life",NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer rally",NA,NA,NA,"https://lovelife.org/locations/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every Saturday from Feb 11 to Nov 11 2023",35.7795897,-78.6381787,"Raleigh","Wake County","NC",37183
2024-06-26,"Phoenix","AZ","N 7th St and Bethany Home Rd",0,"counter-protest",NA,"20240626-phx-rumsey","",NA,NA,"against pro-Palestine protest, in solidarity with Israel",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"per demonstrator, pulled up in three vehicles and attacked demonstrators","called to scene; detained some demonstrators",NA,NA,"https://www.instagram.com/p/C8tBiIPp0kY/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"feat. Rumsey",33.4483771,-112.0740373,"Phoenix","Maricopa County","AZ",4013
2023-02-11,"Raleigh","NC","3501 Horton St",0,"rally","40 Week Journey of Hope",NA,"Love Life","Love Life",NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer rally",NA,NA,NA,"https://lovelife.org/locations/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every Saturday from Feb 11 to Nov 11 2023",35.7795897,-78.6381787,"Raleigh","Wake County","NC",37183
2024-05-19,"Visalia","CA","W Walnut Ave and S Mooney Blvdq",0,"rally","Stop the Genocide in Gaza",NA,"Palestine Revolution; Central Valley BIPOC Coalition","Palestine Revolution; Central Valley BIPOC Coalition",NA,"against genocide in Gaza, for ending U.S. aid to Israel, for ceasefire in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C4gPxy8J72V/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stop the Genocide in Gaza every Sunday",36.3301329,-119.2966367,"Visalia","Tulare County","CA",6107
2023-03-11,"Ontario","OR","Planned Parenthood - Ontario Health Center, 640 SW 4th Ave",0,"rally","40 Week Journey of Hope",NA,"Love Life; Stanton Health Care","Love Life; Stanton Health Care",NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer rally",NA,NA,NA,"https://lovelife.org/locations/","https://www.argusobserver.com/news/organizers-stage-rally-on-1-year-anniversary-of-roe-v-wade-being-overturned/article_422811c4-111e-11ee-9fd5-6b95c6363757.html",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 Week Journey of Hope every Saturday from Feb 11 to Nov 11 2023",44.0265525,-116.9629378,"Ontario","Malheur County","OR",41045
2024-08-20,"Chicago","IL",NA,0,"counter-protest",NA,"20240820-chicago-hostagesquare","",NA,NA,"against pro-Israel demonstration",0,"foreign affairs","foreign affairs","several",3,3,3,1,NA,0,NA,0,NA,0,NA,0,0,"chanted through fence via megaphone as installation was being dismantled","on scene",NA,NA,"https://www.washingtonpost.com/politics/2024/08/21/hostage-square-chicago-hamas-abducted/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",41.878114,-87.629798,"Chicago","Cook County","IL",17031
2023-08-06,"Evanston","IL","Fountain Square",0,"demonstration",NA,NA,"",NA,NA,"in commemoration of the anniversary of the atomic bombings of Hiroshima and Nagasaki, against the use of nuclear weapons, Hiroshima / Nagasaki / Bimini / no nukes / fukushima / chernobyl, nuclelar waste poisons earth air and water",0,"environment; military","military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"singing",NA,NA,NA,"https://evanstonroundtable.com/2023/08/06/a-nice-day-for-a-demonstration/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",42.045072,-87.687697,"Evanston","Cook County","IL",17031
2024-08-13,"Washington","DC","Embassy of Israel to the United States, 3514 International Dr NW",0,"demonstration","Kibbutz Israel",NA,"",NA,NA,"in remembrance of Aaron Bushnell, against genocide in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"round-the-clock encampment near the Embassy of Israel","on scene; barricades",NA,NA,"https://www.instagram.com/p/C34LOUmOrml/","https://www.instagram.com/p/C38HD9xRJWw/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kibbutz Israel",38.9071923,-77.0368707,"Washington","District of Columbia","DC",11001
2024-07-10,"Latham","NY","Troy Schenectady Rd and Wade Rd",0,"demonstration",NA,NA,"Jewish Voice for Peace Albany","Jewish Voice for Peace Albany",NA,"for ceasefire in Gaza, for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C2KZUvxg5Sj/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Wednesday starting January 2024 until ceasefire in Gaza",42.7477661,-73.760537,"Latham","Albany County","NY",36001
2024-05-19,"Seattle","WA","Gasworks Park",0,"rally",NA,NA,"Global Solidarity Network Seattle; Shut It Down for Palestine; Palestinian Youth Movement; Support the Palestinian Voice; PSL; ANSWER Coalition; Palestinian American Community Center of Washington State; Baladna Palestine","Global Solidarity Network Seattle; Shut It Down for Palestine; Palestinian Youth Movement; Support the Palestinian Voice; PSL; ANSWER Coalition; Palestinian American Community Center of Washington State; Baladna Palestine",NA,"in commemoration of Nakba Day, for Palestinian liberation, Palestine flag, Palestine will be free, end all U.S. aid to Israel, free Palestine",0,"foreign affairs","foreign affairs","count pic",150,200,175,2,NA,0,NA,0,NA,0,NA,0,0,"amplified sound; planted poppies",NA,NA,NA,"https://www.instagram.com/p/C7LQyVkrRnx/","https://www.instagram.com/p/C684aIrAhLw/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",47.6061389,-122.3328481,"Seattle","King County","WA",53033
2023-10-19,"Casper","WY","Wellspring Health Access, 918 E 2nd St",0,"vigil",NA,NA,"",NA,NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"prayer vigil",NA,NA,NA,"https://www.wyomingnews.com/laramieboomerang/news/groups-protest-outside-clinic-after-ban-blocked/article_f84e860d-0e74-5821-97de-8083ae9c24ac.html","https://www.wyomingnewsnow.tv/2023/06/23/prayer-mostly-peaceful-protest-casper-abortion-clinic/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Thursday; unclear when it started; CCC coverage picks up in late July 2022",42.850077,-106.325175,"Casper","Natrona County","WY",56025
2023-08-25,"Pierre","SD",NA,0,"rally","Kingdom to the Capitol - Pierre",NA,"Let Us Worship; Turning Point USA Faith","Let Us Worship; Turning Point USA Faith",NA,"for Christian nationalism",2,"religion","religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,"revival rally",NA,NA,NA,"https://www.seanfeucht.com/events",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kingdom to the Capitol - Pierre feat. Sean Feucht",44.3667876,-100.3537522,"Pierre","Hughes County","SD",46065
2023-09-07,"Orange","CA","Orange Unified School District, 1401 N Handy St",0,"rally",NA,NA,"Interfaith Coalition of Orange County; elected officials","Interfaith Coalition of Orange County","elected officials","for Orange Unified School District policy that would require school staff to inform parents if a student requests to use different names or pronouns or requests to change sex-segregated programs such as athletic teams or changing facilities that differ from the student's sex assigned at birth, for religious values, lying to parents is not ok, teachers union equals corrupt, tell parents the truth",2,"corruption; education; labor; religion","education; religion",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.ocregister.com/2023/09/08/orange-unified-approves-transgender-notification-policy/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ahead of board meeting",33.7879085,-117.855281,"Orange","Orange County","CA",6059
2024-06-08,"Bucksport","ME","Bucksport-Verona Bridge",0,"demonstration",NA,NA,"Maine Coalition for Palestine","Maine Coalition for Palestine",NA,"for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.mvprights.org/calendar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Saturday",44.6289696,-68.7701225,"Bucksport","Hancock County","ME",23009
2024-07-07,"New York","NY","Holocaust Memorial Park, Sheepshead Bay, Brooklyn",0,"march",NA,NA,"Run For Their Lives","Run For Their Lives",NA,"for release of hostages held by Hamas, in solidarity with Israel, Israel flag",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C8MyJbFutEZ/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",40.7127753,-74.0059728,"New York",NA,"NY",36047
2024-02-24,"San Diego","CA","Planned Parenthood - First Avenue Family Planning, 2017 First Ave",0,"protest",NA,NA,"",NA,NA,"against abortion, for Christian values",2,"religion; reproductive rights","religion; reproductive rights",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://twitter.com/joeorephoto/status/1444556684853059588","https://itsgoingdown.org/clinic-defense-in-san-diego/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"every Saturday",32.715738,-117.1610838,"San Diego","San Diego County","CA",6073
2024-02-24,"Washington","DC","Embassy of Rwanda, 1714 New Hampshire Ave NW; Lafayette Square",0,"rally; march","Say No to Your Taxes Fueling War in D.R. Congo",NA,"Friends of the Congo; Congo Initiative; Congolese Community; Congo Democratic Initiative","Friends of the Congo; Congo Initiative; Congolese Community; Congo Democratic Initiative",NA,"against U.S. government military and financial support for the government of Rwanda's war in Democratic Republic of the Congo",0,"banking and finance; economy; foreign affairs; military","banking and finance; economy; foreign affairs; military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://twitter.com/congofriends/status/1759955211265712380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Say No to Your Taxes Fueling War in D.R. Congo",38.9071923,-77.0368707,"Washington","District of Columbia","DC",11001
2024-05-16,"Keene","NH","Central Square",0,"rally","Freedom Rally",NA,"",NA,NA,"for medical freedom, for election integrity",2,"civil rights; democracy; healthcare","civil rights; democracy; healthcare",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://nhpatriothub.org/events-calendar/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freedom Rally every Thursday",42.933692,-72.278141,"Keene","Cheshire County","NH",33005
2023-06-10,"Sacramento","CA","Capitol Mall",0,"counter-protest",NA,"20230610-sacramento-pride","street preachers",NA,"street preachers","against LGBTQ+ pride festival, for Christian values, Jesus said repent or perish Luke 13:3-5, woe to them who call evil good and good evil Isaiah 5:20, Christ our only hope, trust Jesus / he's your only hope, stop geoengineering",2,"lgbtqia; religion","lgbtqia; religion","count pic",5,10,8,1,NA,0,NA,0,NA,0,NA,0,0,"one wore tactical gear; some verbally harassed people at entrance to festival; street preaching","on scene",NA,NA,"https://twitter.com/Borwin10/status/1667664867979927558","https://www.instagram.com/p/CtVQiAer5gP/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",38.5815719,-121.4943996,"Sacramento","Sacramento County","CA",6067
2024-06-15,"Raleigh","NC","Moore Square",0,"rally; march",NA,NA,"PSL Carolinas; Free Palestine Car Convoy NC; families; children","PSL Carolinas; Free Palestine Car Convoy NC","families; children","for permanent ceasefire in Gaza, for ending U.S. aid to Israel, against imperialism, for Palestinian liberation, stop the genocide in Gaza / end the siege - end the occupation, resistance against occupation is a human right, end all U.S. aid to Israel, 3.8 billion U.S. $$ given to kill 40000 people? cut off Israel's allowance, free all Palestinian political prisoners, stand with Palestine / end the occupation now, hands off Rafah, ceasefire now, there is only one solution! intifada revolution!, free Sudan / free Congo / free Tigray / free Armenia / free Myanmar / free Uighurs, end the American Israeli occupation, stop the invasion / hands off Rafah",0,"criminal justice; foreign affairs; military","foreign affairs; military","count video",50,70,60,1,NA,0,NA,0,NA,0,NA,0,0,"amplified sound; drums; marched in street",NA,NA,NA,"https://www.instagram.com/p/C8Sw2XovnDM/","https://www.instagram.com/p/C8TAI0_vAPB/?img_index=8","https://www.instagram.com/p/C8Q70P2MHx2/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",35.7795897,-78.6381787,"Raleigh","Wake County","NC",37183
2024-03-24,"Walnut Creek","CA",NA,0,"rally",NA,NA,"Run for Their Lives","Run for Their Lives",NA,"for safe release of hostages held by Hamas, in solidarity with Israel, kidnapped / bring them home now",0,"foreign affairs","foreign affairs","count video",5,6,6,1,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C5A0-ffOuus/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",37.9100783,-122.0651819,"Walnut Creek","Contra Costa County","CA",6013
2024-07-10,"Teaneck","NJ","Teaneck Rd and Liberty Rd",0,"vigil","Teaneck Peace and Justice Vigil",NA,"New Jersey Peace Action","New Jersey Peace Action",NA,"against war, for peace, for bringing U.S. military troops home",0,"military","military",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.northjersey.com/story/news/local/2023/03/23/weekly-vigil-near-teaneck-armory-continues-to-push-back-against-war/70039610007/","https://patch.com/new-jersey/teaneck/calendar/event/20240228/c61162f5-d1d4-4483-8a01-f90b2166ee85/stand-with-the-teaneck-peace-and-justice-vigil-to-demand-immediate-permanent-ceasefire-in-gaza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Teaneck Peace and Justice Vigil every Wednesday since 2005",40.8932469,-74.0116536,"Teaneck","Bergen County","NJ",34003
2023-05-28,"Los Angeles","CA","11000 Wilshire Blvd",0,"rally","Saving Israeli Democracy",NA,"",NA,NA,"against judicial overhaul in Israel, for democracy in Israel, against Netanyahu government, Israel flag, no democracy with occupation, speak out 4 democracy, saving Israeli democracy, occupation destroys democracy, Ten Commandments beta version / human rights / freedom from/of religion / work for peace / social services for all / honor and care / cherish and care for Earth / don't kill / don't steal / don't lie / constitution",0,"civil rights; democracy; foreign affairs; judiciary; military; religion","democracy; foreign affairs; judiciary","count pic",50,60,55,1,NA,0,NA,0,NA,0,NA,0,0,"drums; singing",NA,NA,NA,"https://www.facebook.com/events/790051025869453/797573265117229/","https://twitter.com/IsraeliDefend/status/1663079809004519426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saving Israeli Democracy",34.052234,-118.243685,"Los Angeles","Los Angeles County","CA",6037
2024-05-30,"Malden","MA","Main St and Ferry St",0,"demonstration","Stand Up. Stand Out. For Palestine.",NA,"Malden 4 Palestine","Malden 4 Palestine",NA,"for Palestinian liberation",0,"foreign affairs","foreign affairs",NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,"https://www.instagram.com/p/C6wsd5WOEuI/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stand Up. Stand Out. For Palestine. every Thursday",42.425096,-71.066163,"Malden","Middlesex County","MA",25017
